Date,City,Confirmed,OBJECTID
2/21/2021,Madaba,99,3
2/21/2021,Ajloun,41,9
2/21/2021,Karak,65,11
2/21/2021,Balqa,404,8
2/21/2021,Maan,33,1
2/21/2021,Mafraq,40,10
2/21/2021,Tafilah,32,5
2/21/2021,Aqaba,62,2
2/22/2021,Amman,2953,4
2/22/2021,Zarqa,251,6
2/22/2021,Jerash,79,12
2/22/2021,irbid ,286,7
2/22/2021,Madaba,50,3
2/22/2021,Ajloun,39,9
2/22/2021,Karak,98,11
2/22/2021,Balqa,565,8
2/22/2021,Maan,44,1
2/22/2021,Mafraq,96,10
2/22/2021,Tafilah,36,5
2/22/2021,Aqaba,53,2
2/23/2021,Amman,2679,4
2/23/2021,Zarqa,368,6
2/23/2021,Jerash,69,12
2/23/2021,irbid ,246,7
2/23/2021,Madaba,106,3
2/23/2021,Ajloun,47,9
2/23/2021,Karak,95,11
2/23/2021,Balqa,363,8
2/23/2021,Maan,44,1
2/23/2021,Mafraq,33,10
2/23/2021,Tafilah,23,5
2/23/2021,Aqaba,66,2
2/24/2021,Amman,2726,4
2/24/2021,Zarqa,158,6
2/24/2021,Jerash,79,12
2/24/2021,irbid ,283,7
2/24/2021,Madaba,67,3
2/24/2021,Ajloun,38,9
2/24/2021,Karak,108,11
2/24/2021,Balqa,394,8
2/24/2021,Maan,48,1
2/24/2021,Mafraq,42,10
2/24/2021,Tafilah,28,5
2/24/2021,Aqaba,53,2
2/25/2021,Amman,2550,4
2/25/2021,Zarqa,211,6
2/25/2021,Jerash,89,12
2/25/2021,irbid ,225,7
2/25/2021,Madaba,95,3
2/25/2021,Ajloun,62,9
2/25/2021,Karak,73,11
2/25/2021,Balqa,390,8
2/25/2021,Maan,32,1
2/25/2021,Mafraq,44,10
2/25/2021,Tafilah,10,5
2/25/2021,Aqaba,46,2
